filename,asymmetry_score,rotations_used
PAT_108_424_944_mask.png,0.5962,8
PAT_1090_376_384_mask.png,0.127,8
PAT_1092_378_922_mask.png,0.6003,8
PAT_1094_381_446_mask.png,0.5459,8
PAT_1094_381_85_mask.png,0.7559,8
PAT_109_868_113_mask.png,0.1066,8
PAT_109_868_723_mask.png,0.1233,8
PAT_10_18_830_mask.png,0.1291,8
PAT_1100_402_375_mask.png,0.1248,8
PAT_1102_408_613_mask.png,0.1393,8
PAT_1105_420_520_mask.png,0.2941,8
PAT_1107_427_352_mask.png,0.1056,8
PAT_1109_436_141_mask.png,0.1107,8
PAT_1109_437_254_mask.png,0.1965,8
PAT_110_165_583_mask.png,0.1162,8
PAT_110_397_52_mask.png,0.5095,8
PAT_1113_458_387_mask.png,0.0936,8
PAT_1118_470_710_mask.png,0.2185,8
PAT_1122_479_664_mask.png,0.0656,8
PAT_1124_489_151_mask.png,0.1411,8
PAT_1125_492_523_mask.png,0.1282,8
PAT_1128_497_29_mask.png,0.3278,8
PAT_1129_498_930_mask.png,0.1065,8
PAT_112_168_360_mask.png,0.1425,8
PAT_112_171_863_mask.png,0.1025,8
PAT_1130_501_181_mask.png,0.3872,8
PAT_1132_508_325_mask.png,0.1967,8
PAT_1133_510_956_mask.png,0.5554,8
PAT_1136_517_92_mask.png,0.1674,8
PAT_1138_520_154_mask.png,0.1179,8
PAT_1139_523_682_mask.png,0.9631,8
PAT_113_172_610_mask.png,0.1438,8
PAT_1141_526_416_mask.png,0.6559,8
PAT_1145_534_529_mask.png,0.1178,8
PAT_1148_542_708_mask.png,0.0464,8
PAT_114_173_213_mask.png,0.3623,8
PAT_1151_551_241_mask.png,0.1732,8
PAT_1153_555_98_mask.png,0.0939,8
PAT_1158_570_376_mask.png,0.1368,8
PAT_115_1138_870_mask.png,0.2232,8
PAT_115_1138_970_mask.png,0.0655,8
PAT_115_175_206_mask.png,0.262,8
PAT_115_175_283_mask.png,0.2345,8
PAT_115_176_455_mask.png,0.2528,8
PAT_115_177_575_mask.png,0.1261,8
PAT_115_177_622_mask.png,0.1645,8
PAT_1161_578_233_mask.png,0.3969,8
PAT_1170_609_378_mask.png,0.5433,8
PAT_1171_615_468_mask.png,0.5508,8
PAT_1172_622_420_mask.png,0.2233,8
PAT_1174_628_915_mask.png,0.1474,8
PAT_1176_631_36_mask.png,0.4325,8
PAT_1179_641_735_mask.png,0.2048,8
PAT_117_2_983_mask.png,0.2941,8
PAT_1180_650_843_mask.png,0.1723,8
PAT_1180_651_559_mask.png,0.2891,8
PAT_1181_659_231_mask.png,0.3078,8
PAT_1184_676_303_mask.png,0.1327,8
PAT_1184_676_904_mask.png,0.6049,8
PAT_1184_678_86_mask.png,0.0777,8
PAT_1185_679_115_mask.png,0.091,8
PAT_1186_680_578_mask.png,0.2068,8
PAT_1186_681_457_mask.png,0.1734,8
PAT_118_180_386_mask.png,0.1702,8
PAT_118_180_500_mask.png,0.1134,8
PAT_1190_700_663_mask.png,0.6155,8
PAT_1197_713_520_mask.png,0.5345,8
PAT_119_181_684_mask.png,0.2208,8
PAT_1202_722_827_mask.png,0.1104,8
PAT_1203_724_762_mask.png,0.0868,8
PAT_1208_736_599_mask.png,0.1508,8
PAT_1209_737_590_mask.png,0.6434,8
PAT_120_183_623_mask.png,0.0859,8
PAT_1210_738_915_mask.png,0.7605,8
PAT_1215_752_707_mask.png,0.1141,8
PAT_1216_759_542_mask.png,0.1206,8
PAT_1216_760_593_mask.png,0.6579,8
PAT_1217_762_198_mask.png,0.0799,8
PAT_121_184_502_mask.png,0.1026,8
PAT_1220_765_464_mask.png,0.3212,8
PAT_1221_766_430_mask.png,0.1478,8
PAT_1222_767_519_mask.png,0.2886,8
PAT_1223_770_120_mask.png,0.0458,8
PAT_1229_794_274_mask.png,0.2575,8
PAT_122_185_957_mask.png,0.2338,8
PAT_122_869_60_mask.png,0.5305,8
PAT_123_186_718_mask.png,0.1117,8
PAT_123_187_164_mask.png,0.1976,8
PAT_1241_824_82_mask.png,0.0736,8
PAT_1243_836_47_mask.png,0.1107,8
PAT_1243_837_806_mask.png,0.1206,8
PAT_1244_840_975_mask.png,0.1148,8
PAT_1245_844_471_mask.png,0.259,8
PAT_1245_845_32_mask.png,0.1259,8
PAT_1246_846_899_mask.png,0.6066,8
PAT_1247_852_178_mask.png,0.0951,8
PAT_1249_861_810_mask.png,0.2939,8
PAT_1249_862_658_mask.png,0.1363,8
PAT_1252_866_852_mask.png,0.1456,8
PAT_1255_876_939_mask.png,0.2874,8
PAT_1256_879_199_mask.png,0.1242,8
PAT_1257_887_828_mask.png,0.2903,8
PAT_1259_892_793_mask.png,0.2339,8
PAT_1260_894_63_mask.png,0.1747,8
PAT_1261_896_349_mask.png,0.5182,8
PAT_1264_907_674_mask.png,0.1154,8
PAT_1265_908_754_mask.png,0.0698,8
PAT_1267_912_371_mask.png,0.1265,8
PAT_1269_936_965_mask.png,0.1264,8
PAT_126_190_376_mask.png,0.1484,8
PAT_126_191_304_mask.png,0.139,8
PAT_126_192_208_mask.png,0.214,8
PAT_1273_952_89_mask.png,0.1225,8
PAT_1273_953_510_mask.png,0.1478,8
PAT_1274_954_677_mask.png,0.5236,8
PAT_1275_955_131_mask.png,0.147,8
PAT_1276_957_406_mask.png,0.0951,8
PAT_1277_964_152_mask.png,0.2096,8
PAT_1277_964_77_mask.png,0.1756,8
PAT_1278_965_701_mask.png,0.1568,8
PAT_1278_966_295_mask.png,0.1571,8
PAT_1278_967_599_mask.png,0.0607,8
PAT_1280_972_605_mask.png,0.5373,8
PAT_1280_972_727_mask.png,0.3219,8
PAT_1282_978_328_mask.png,0.2795,8
PAT_1284_995_150_mask.png,0.4336,8
PAT_1286_1000_276_mask.png,0.1532,8
PAT_1286_1000_517_mask.png,0.1675,8
PAT_1286_999_824_mask.png,0.0866,8
PAT_1286_999_846_mask.png,0.0913,8
PAT_1288_1003_553_mask.png,0.0768,8
PAT_1288_1003_969_mask.png,0.0808,8
PAT_128_194_144_mask.png,0.0917,8
PAT_1296_1038_1_mask.png,0.1668,8
PAT_1298_1051_831_mask.png,0.077,8
PAT_1299_1055_591_mask.png,0.1671,8
PAT_1300_1056_532_mask.png,0.3605,8
PAT_1301_1063_739_mask.png,0.221,8
PAT_1303_1077_501_mask.png,0.1184,8
PAT_1304_1081_84_mask.png,0.0621,8
PAT_1304_3507_308_mask.png,0.0617,8
PAT_1305_1082_88_mask.png,0.0853,8
PAT_1305_4097_251_mask.png,0.0837,8
PAT_1306_1086_124_mask.png,0.4478,8
PAT_1306_1086_762_mask.png,0.6737,8
PAT_1307_1088_252_mask.png,0.2517,8
PAT_1308_1095_117_mask.png,0.1447,8
PAT_1309_1096_393_mask.png,0.1779,8
PAT_1310_1097_774_mask.png,0.1494,8
PAT_1312_1102_578_mask.png,0.2178,8
PAT_1313_1105_284_mask.png,0.182,8
PAT_1314_1108_442_mask.png,0.1909,8
PAT_1315_1110_317_mask.png,0.2582,8
PAT_1316_1114_517_mask.png,0.2945,8
PAT_1317_1130_656_mask.png,0.1087,8
PAT_131_197_260_mask.png,0.1183,8
PAT_131_197_974_mask.png,0.1006,8
PAT_1320_1135_471_mask.png,0.2719,8
PAT_1322_1137_201_mask.png,0.2711,8
PAT_1324_1145_309_mask.png,0.1948,8
PAT_1324_1146_143_mask.png,0.0605,8
PAT_1326_1156_139_mask.png,0.1215,8
PAT_1326_1156_163_mask.png,0.4577,8
PAT_1326_1156_783_mask.png,0.1364,8
PAT_1329_1168_620_mask.png,0.0573,8
PAT_132_198_114_mask.png,0.3252,8
PAT_1330_1172_722_mask.png,0.164,8
PAT_1331_1173_380_mask.png,0.1579,8
PAT_1332_1174_839_mask.png,0.0993,8
PAT_1333_1177_261_mask.png,0.1126,8
PAT_1333_1177_434_mask.png,0.402,8
PAT_1334_1178_413_mask.png,0.1183,8
PAT_1335_1181_21_mask.png,0.1622,8
PAT_1340_1207_304_mask.png,0.1455,8
PAT_1340_1208_931_mask.png,0.4608,8
PAT_1344_1222_456_mask.png,0.0977,8
PAT_1345_1223_175_mask.png,0.1123,8
PAT_1347_1226_928_mask.png,0.2501,8
PAT_1349_1229_828_mask.png,0.1058,8
PAT_134_201_587_mask.png,0.4755,8
PAT_1350_1230_878_mask.png,0.0876,8
PAT_1350_1230_925_mask.png,0.1616,8
PAT_1351_1231_203_mask.png,0.205,8
PAT_135_202_105_mask.png,0.3093,8
PAT_135_202_593_mask.png,0.1305,8
PAT_135_202_695_mask.png,0.1269,8
PAT_1364_1246_143_mask.png,0.2186,8
PAT_1364_1246_238_mask.png,0.103,8
PAT_1364_1246_420_mask.png,0.0922,8
PAT_1364_1246_447_mask.png,0.337,8
PAT_1364_1246_583_mask.png,0.2673,8
PAT_1364_1246_927_mask.png,0.1203,8
PAT_1365_1253_912_mask.png,0.1644,8
PAT_1367_1264_801_mask.png,0.6386,8
PAT_136_203_436_mask.png,0.1224,8
PAT_1370_1273_41_mask.png,0.0841,8
PAT_1370_1274_515_mask.png,0.0868,8
PAT_1371_1276_145_mask.png,0.0596,8
PAT_1371_1278_533_mask.png,0.2243,8
PAT_1373_1283_85_mask.png,0.1069,8
PAT_1374_1284_208_mask.png,0.471,8
PAT_1374_1285_735_mask.png,0.0948,8
PAT_1374_1286_494_mask.png,0.5468,8
PAT_1374_1286_775_mask.png,0.2069,8
PAT_1374_1286_939_mask.png,0.4164,8
PAT_1376_1297_686_mask.png,0.1423,8
PAT_1377_3512_370_mask.png,0.4925,8
PAT_1379_1300_924_mask.png,0.2327,8
PAT_1381_1314_517_mask.png,0.16,8
PAT_1385_1323_100_mask.png,0.0504,8
PAT_1388_3513_146_mask.png,0.108,8
PAT_138_205_296_mask.png,0.702,8
PAT_138_206_507_mask.png,0.4459,8
PAT_1390_1346_709_mask.png,0.1954,8
PAT_1391_1351_396_mask.png,0.1652,8
PAT_1392_1352_778_mask.png,0.1478,8
PAT_1392_1353_161_mask.png,0.1206,8
PAT_1393_1354_535_mask.png,0.3414,8
PAT_1393_1355_270_mask.png,0.0747,8
PAT_1393_1355_316_mask.png,0.1222,8
PAT_1393_1356_371_mask.png,0.2598,8
PAT_1396_1360_4_mask.png,0.0611,8
PAT_1397_1361_183_mask.png,0.2097,8
PAT_139_207_342_mask.png,0.2002,8
PAT_13_21_350_mask.png,0.1584,8
PAT_1400_1372_276_mask.png,0.0654,8
PAT_1401_1374_593_mask.png,0.1861,8
PAT_1402_1376_160_mask.png,0.7771,8
PAT_1402_1377_799_mask.png,0.5993,8
PAT_1402_1377_959_mask.png,0.3868,8
PAT_1403_1392_407_mask.png,0.1616,8
PAT_1404_1393_369_mask.png,0.0414,8
PAT_1404_1393_540_mask.png,0.635,8
PAT_1405_1395_96_mask.png,0.1343,8
PAT_1406_1397_669_mask.png,0.2053,8
PAT_1407_1402_347_mask.png,0.5787,8
PAT_1407_1402_500_mask.png,0.4851,8
PAT_1407_1402_734_mask.png,0.1351,8
PAT_1408_1404_929_mask.png,0.454,8
PAT_1408_1406_950_mask.png,0.1534,8
PAT_1410_1410_46_mask.png,0.3528,8
PAT_1411_1414_355_mask.png,0.0988,8
PAT_1411_1415_723_mask.png,0.1969,8
PAT_1414_1426_124_mask.png,0.4673,8
PAT_1414_1429_53_mask.png,0.5604,8
PAT_1414_1429_59_mask.png,0.1794,8
PAT_1414_1431_754_mask.png,0.1272,8
PAT_1414_1432_969_mask.png,0.8137,8
PAT_1414_1433_570_mask.png,0.2251,8
PAT_1414_1433_806_mask.png,0.7645,8
PAT_1415_1437_527_mask.png,0.1304,8
PAT_1415_1437_743_mask.png,0.1806,8
PAT_1415_1439_295_mask.png,0.0799,8
PAT_1415_1440_629_mask.png,0.206,8
PAT_1418_1447_334_mask.png,0.0992,8
PAT_1418_1447_360_mask.png,0.0856,8
PAT_1418_1448_307_mask.png,0.2715,8
PAT_1418_1449_580_mask.png,0.5475,8
PAT_141_209_438_mask.png,0.0807,8
PAT_1420_1460_951_mask.png,0.1597,8
PAT_1420_1461_93_mask.png,0.1467,8
PAT_1421_1464_297_mask.png,0.4926,8
PAT_1423_1472_18_mask.png,0.1479,8
PAT_1427_1485_119_mask.png,0.2669,8
PAT_1427_1485_15_mask.png,0.608,8
PAT_1428_1489_454_mask.png,0.6269,8
PAT_142_210_904_mask.png,0.1356,8
PAT_1431_1495_511_mask.png,0.5911,8
PAT_1431_1495_931_mask.png,0.5061,8
PAT_1432_1497_328_mask.png,0.1044,8
PAT_1433_1499_29_mask.png,0.0945,8
PAT_1439_1521_868_mask.png,0.362,8
PAT_1439_1522_211_mask.png,0.0832,8
PAT_1439_1522_320_mask.png,0.1865,8
PAT_143_213_489_mask.png,0.0847,8
PAT_1441_1531_670_mask.png,0.1393,8
PAT_1443_1536_166_mask.png,0.1158,8
PAT_1449_1554_932_mask.png,0.2277,8
PAT_1450_1556_114_mask.png,0.1384,8
PAT_1451_1560_616_mask.png,0.0438,8
PAT_1451_1561_100_mask.png,0.0856,8
PAT_1452_1564_509_mask.png,0.633,8
PAT_1453_1565_529_mask.png,0.0886,8
PAT_1453_1566_310_mask.png,0.1947,8
PAT_1453_1567_250_mask.png,0.0909,8
PAT_1455_1585_690_mask.png,0.0619,8
PAT_145_216_110_mask.png,0.2187,8
PAT_145_216_158_mask.png,0.1461,8
PAT_145_216_924_mask.png,0.2957,8
PAT_1460_1598_708_mask.png,0.1826,8
PAT_1460_1598_959_mask.png,0.0897,8
PAT_1461_1600_867_mask.png,0.0784,8
PAT_1464_1612_284_mask.png,0.505,8
PAT_1468_1622_219_mask.png,0.2941,8
PAT_1468_3656_337_mask.png,0.0765,8
PAT_1469_1627_109_mask.png,0.3814,8
PAT_146_217_187_mask.png,0.2151,8
PAT_1472_1639_87_mask.png,0.0697,8
PAT_1475_1651_727_mask.png,0.1519,8
PAT_1476_1657_788_mask.png,0.1172,8
PAT_1477_1660_226_mask.png,0.5101,8
PAT_1479_1669_376_mask.png,0.1086,8
PAT_147_219_206_mask.png,0.1169,8
PAT_147_219_544_mask.png,0.1501,8
PAT_1480_1673_701_mask.png,0.1036,8
PAT_1481_1674_735_mask.png,0.187,8
PAT_1481_1675_371_mask.png,0.2191,8
PAT_1482_1677_382_mask.png,0.1648,8
PAT_1483_1678_538_mask.png,0.3518,8
PAT_1484_1682_240_mask.png,0.0727,8
PAT_1486_1684_182_mask.png,0.6974,8
PAT_148_220_174_mask.png,0.4663,8
PAT_1491_1703_637_mask.png,0.488,8
PAT_1492_1705_578_mask.png,0.1131,8
PAT_1492_1705_728_mask.png,0.4294,8
PAT_1494_1707_125_mask.png,0.2978,8
PAT_1495_1708_278_mask.png,0.1466,8
PAT_1497_1712_633_mask.png,0.1485,8
PAT_1498_1715_345_mask.png,0.3148,8
PAT_1498_1719_816_mask.png,0.2986,8
PAT_149_221_679_mask.png,0.3856,8
PAT_14_22_850_mask.png,0.1738,8
PAT_1503_1728_65_mask.png,0.1277,8
PAT_1505_1733_128_mask.png,0.6656,8
PAT_1506_1735_733_mask.png,0.1474,8
PAT_1509_1741_810_mask.png,0.1958,8
PAT_1509_1742_422_mask.png,0.2304,8
PAT_150_1799_644_mask.png,0.2757,8
PAT_1514_1760_35_mask.png,0.4906,8
PAT_1516_1765_530_mask.png,0.2219,8
PAT_151_227_63_mask.png,0.4288,8
PAT_1520_1777_935_mask.png,0.2242,8
PAT_1521_1778_763_mask.png,0.1028,8
PAT_1526_1792_482_mask.png,0.1423,8
PAT_1527_1794_662_mask.png,0.1072,8
PAT_1528_1795_12_mask.png,0.2514,8
PAT_1529_1798_206_mask.png,0.4996,8
PAT_152_230_707_mask.png,0.0857,8
PAT_152_230_934_mask.png,0.128,8
PAT_1531_1800_683_mask.png,0.0795,8
PAT_1534_1809_366_mask.png,0.2127,8
PAT_1534_1810_719_mask.png,0.0814,8
PAT_1535_1812_660_mask.png,0.0964,8
PAT_1536_1819_562_mask.png,0.2538,8
PAT_1538_1830_693_mask.png,0.2305,8
PAT_153_1200_541_mask.png,0.2285,8
PAT_153_233_45_mask.png,0.1001,8
PAT_1543_4346_860_mask.png,0.5692,8
PAT_1545_1865_519_mask.png,0.1486,8
PAT_1545_1867_547_mask.png,0.1665,8
PAT_1546_1871_376_mask.png,0.0831,8
PAT_1546_1872_824_mask.png,0.0558,8
PAT_1547_1874_432_mask.png,0.5903,8
PAT_1547_1875_436_mask.png,0.081,8
PAT_1547_1876_839_mask.png,0.1356,8
PAT_1547_4231_928_mask.png,0.0463,8
PAT_1547_4232_115_mask.png,0.0686,8
PAT_1549_1882_230_mask.png,0.0775,8
PAT_154_235_162_mask.png,0.0906,8
PAT_154_235_30_mask.png,0.098,8
PAT_154_236_800_mask.png,0.1134,8
PAT_154_237_2_mask.png,0.1607,8
PAT_154_237_625_mask.png,0.297,8
PAT_1550_1886_849_mask.png,0.5371,8
PAT_1550_1888_216_mask.png,0.1284,8
PAT_1551_1889_948_mask.png,0.0536,8
PAT_1552_1895_190_mask.png,0.6737,8
PAT_1554_2392_767_mask.png,0.2331,8
PAT_1554_2393_541_mask.png,0.1399,8
PAT_1554_4170_992_mask.png,0.097,8
PAT_1555_2396_71_mask.png,0.1939,8
PAT_1557_2399_681_mask.png,0.3491,8
PAT_155_238_413_mask.png,0.3448,8
PAT_155_240_211_mask.png,0.1337,8
PAT_1563_2425_443_mask.png,0.2359,8
PAT_1563_2426_436_mask.png,0.3025,8
PAT_1566_2435_150_mask.png,0.152,8
PAT_1568_2454_468_mask.png,0.1747,8
PAT_156_241_538_mask.png,0.4224,8
PAT_1570_2472_418_mask.png,0.2389,8
PAT_1571_2484_488_mask.png,0.0957,8
PAT_1572_2494_224_mask.png,0.2172,8
PAT_1572_2495_335_mask.png,0.1439,8
PAT_1572_2496_418_mask.png,0.2564,8
PAT_1573_2497_736_mask.png,0.1306,8
PAT_1573_2499_849_mask.png,0.4124,8
PAT_1575_2516_23_mask.png,0.3377,8
PAT_1575_2516_618_mask.png,0.5496,8
PAT_1577_2543_510_mask.png,0.1335,8
PAT_1577_3527_831_mask.png,0.1455,8
PAT_1581_2570_738_mask.png,0.1043,8
PAT_1582_2574_34_mask.png,0.2637,8
PAT_1582_2574_890_mask.png,0.5558,8
PAT_1582_2574_905_mask.png,0.6306,8
PAT_1582_2574_989_mask.png,0.387,8
PAT_1583_2607_628_mask.png,0.2105,8
PAT_1584_2610_223_mask.png,0.1623,8
PAT_1585_2619_396_mask.png,0.1035,8
PAT_1586_2623_989_mask.png,0.1628,8
PAT_1586_2624_615_mask.png,0.0433,8
PAT_1587_2625_226_mask.png,0.15,8
PAT_1588_2629_296_mask.png,0.2001,8
PAT_158_243_947_mask.png,0.1076,8
PAT_158_621_68_mask.png,0.2518,8
PAT_1591_2648_723_mask.png,0.1005,8
PAT_1591_2648_855_mask.png,0.3935,8
PAT_1593_2651_122_mask.png,0.1105,8
PAT_1594_2656_679_mask.png,0.1229,8
PAT_1596_2664_323_mask.png,0.3054,8
PAT_159_244_102_mask.png,0.4999,8
PAT_159_245_181_mask.png,0.2927,8
PAT_159_246_630_mask.png,0.1811,8
PAT_15_1001_749_mask.png,0.6195,8
PAT_15_23_240_mask.png,0.0954,8
PAT_15_3138_959_mask.png,0.6174,8
PAT_1600_2685_164_mask.png,0.1642,8
PAT_1600_2685_445_mask.png,0.1603,8
PAT_1603_2704_969_mask.png,0.0734,8
PAT_1605_2715_845_mask.png,0.2642,8
PAT_1608_2720_196_mask.png,0.069,8
PAT_160_248_254_mask.png,0.1867,8
PAT_160_249_76_mask.png,0.1182,8
PAT_1614_2747_533_mask.png,0.412,8
PAT_1615_2749_350_mask.png,0.1854,8
PAT_1619_2774_616_mask.png,0.0742,8
PAT_161_250_197_mask.png,0.2197,8
PAT_161_250_338_mask.png,0.1717,8
PAT_1620_2779_319_mask.png,0.1818,8
PAT_1624_2807_679_mask.png,0.0903,8
PAT_1626_2811_850_mask.png,0.1818,8
PAT_162_252_773_mask.png,0.1683,8
PAT_1631_2837_667_mask.png,0.6317,8
PAT_1633_2855_460_mask.png,0.3601,8
PAT_1633_2855_594_mask.png,0.2635,8
PAT_1636_2869_595_mask.png,0.1385,8
PAT_1636_2869_739_mask.png,0.1263,8
PAT_1638_2878_536_mask.png,0.3031,8
PAT_1639_2879_744_mask.png,0.0841,8
PAT_163_254_719_mask.png,0.1204,8
PAT_1641_2886_284_mask.png,0.1879,8
PAT_1648_2902_292_mask.png,0.0857,8
PAT_1648_2904_523_mask.png,0.1854,8
PAT_164_255_119_mask.png,0.177,8
PAT_164_255_130_mask.png,0.1427,8
PAT_1650_2913_374_mask.png,0.2315,8
PAT_1651_2914_833_mask.png,0.6164,8
PAT_1652_2915_65_mask.png,0.2218,8
PAT_1653_2916_346_mask.png,0.2334,8
PAT_1653_2916_994_mask.png,0.169,8
PAT_1658_2933_322_mask.png,0.1732,8
PAT_165_256_460_mask.png,0.1406,8
PAT_1661_2956_357_mask.png,0.3971,8
PAT_1666_2985_968_mask.png,0.7057,8
PAT_166_257_586_mask.png,0.1256,8
PAT_166_3672_759_mask.png,0.1726,8
PAT_1670_3007_105_mask.png,0.5178,8
PAT_1671_3008_622_mask.png,0.2785,8
PAT_1673_3011_440_mask.png,0.5511,8
PAT_167_258_479_mask.png,0.1954,8
PAT_167_258_711_mask.png,0.2571,8
PAT_167_684_365_mask.png,0.1361,8
PAT_1680_3038_587_mask.png,0.0728,8
PAT_1682_3050_600_mask.png,0.0511,8
PAT_1688_3066_491_mask.png,0.1853,8
PAT_1689_3075_38_mask.png,0.2684,8
PAT_1689_3077_411_mask.png,0.1873,8
PAT_168_1486_97_mask.png,0.1081,8
PAT_168_260_654_mask.png,0.0882,8
PAT_168_261_38_mask.png,0.2945,8
PAT_168_262_292_mask.png,0.0566,8
PAT_168_262_74_mask.png,0.2698,8
PAT_1690_3082_117_mask.png,0.5896,8
PAT_1693_3103_879_mask.png,0.5662,8
PAT_1694_3110_213_mask.png,0.1214,8
PAT_1698_3122_83_mask.png,0.1054,8
PAT_1699_3126_673_mask.png,0.0453,8
PAT_169_694_411_mask.png,0.078,8
PAT_16_24_691_mask.png,0.0457,8
PAT_1701_3135_5_mask.png,0.1744,8
PAT_1701_3136_33_mask.png,0.2195,8
PAT_1702_3548_386_mask.png,0.1129,8
PAT_1705_3143_139_mask.png,0.1385,8
PAT_1707_3146_743_mask.png,0.2447,8
PAT_1707_3148_237_mask.png,0.3763,8
PAT_1707_3148_835_mask.png,0.1344,8
PAT_1708_3153_799_mask.png,0.4729,8
PAT_1708_3155_581_mask.png,0.6152,8
PAT_1708_3157_518_mask.png,0.6733,8
PAT_1709_3159_144_mask.png,0.4932,8
PAT_170_264_785_mask.png,0.1015,8
PAT_1710_3160_488_mask.png,0.1155,8
PAT_1712_3173_684_mask.png,0.0979,8
PAT_1715_3184_989_mask.png,0.1217,8
PAT_1718_3202_152_mask.png,0.2004,8
PAT_1719_3203_18_mask.png,0.2147,8
PAT_171_265_757_mask.png,0.6112,8
PAT_1720_3208_130_mask.png,0.4004,8
PAT_1721_3219_130_mask.png,0.2089,8
PAT_1721_3219_737_mask.png,0.2376,8
PAT_1722_3214_672_mask.png,0.3194,8
PAT_1725_3222_943_mask.png,0.2432,8
PAT_1726_3228_674_mask.png,0.1702,8
PAT_1727_3233_399_mask.png,0.3435,8
PAT_1728_3234_299_mask.png,0.387,8
PAT_1728_3234_404_mask.png,0.3765,8
PAT_172_266_950_mask.png,0.2825,8
PAT_172_267_557_mask.png,0.0453,8
PAT_1730_3236_201_mask.png,0.1265,8
PAT_1730_3236_7_mask.png,0.1437,8
PAT_1731_3237_919_mask.png,0.1055,8
PAT_1733_3239_934_mask.png,0.0986,8
PAT_1734_3240_299_mask.png,0.232,8
PAT_1735_3241_207_mask.png,0.1267,8
PAT_1735_3242_27_mask.png,0.0509,8
PAT_1736_3246_166_mask.png,0.1209,8
PAT_173_268_1000_mask.png,0.0803,8
PAT_1741_3273_34_mask.png,0.8412,8
PAT_1746_3284_798_mask.png,0.6143,8
PAT_1749_3288_409_mask.png,0.7166,8
PAT_1753_3305_385_mask.png,0.0918,8
PAT_1754_3306_816_mask.png,0.3019,8
PAT_1754_3308_390_mask.png,0.1949,8
PAT_1754_3308_783_mask.png,0.2834,8
PAT_1755_3309_828_mask.png,0.126,8
PAT_1755_3310_986_mask.png,0.4593,8
PAT_1760_3326_525_mask.png,0.2606,8
PAT_1761_3329_837_mask.png,0.2655,8
PAT_1762_3332_245_mask.png,0.3442,8
PAT_1764_3335_366_mask.png,0.2957,8
PAT_1764_3335_803_mask.png,0.3752,8
PAT_1764_3336_981_mask.png,0.0689,8
PAT_1765_3337_365_mask.png,0.0849,8
PAT_1767_3340_959_mask.png,0.1886,8
